33.020	5674	186098	158689	45279	10
43.256	1349	74402	106356	23724	10
54.229	215	29430	63491	14872	10
65.570	164	14960	32203	10412	10
77.116	103	6085	12847	5818	10
88.789	54	3196	8802	4512	10
100.543	46	2022	7008	3577	10
112.353	23	1166	5215	2655	10
124.204	13	687	3637	1699	10
136.084	6	423	2315	1090	10
