33.020	3709	148763	191420	55542	10
43.256	2467	95595	270157	80986	10
54.229	1811	70272	249189	86790	10
65.570	1506	48891	149422	64664	10
77.116	1362	31853	71240	36430	10
88.789	855	17410	34201	18559	10
100.543	470	8951	18901	10469	10
112.353	174	3618	10173	5678	10
124.204	153	3243	11192	6176	10
136.084	123	2986	11004	6032	10
